,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,이비노선ID,WGS84위도,WGS84경도,시군명
28467,90486,233000077,1000,31,사강복지회관,233000855,37080.0,41037113.0,37.2127,126.73265,화성시
28542,90487,233000077,1000,32,사강시장,233000268,37084.0,41037113.0,37.213016700000004,126.73663329999998,화성시
28588,90488,233000077,1000,33,사강정형외과,233000267,37088.0,41037113.0,37.2133833,126.73898329999999,화성시
28647,90489,233000077,1000,34,봉가1리,233000289,37094.0,41037113.0,37.212283299999996,126.74491670000002,화성시
28684,90490,233000077,1000,35,돼지고개.삼존리물미,233000740,37098.0,41037113.0,37.2114,126.75376670000001,화성시
28716,90491,233000077,1000,36,삼존리,233000739,37099.0,41037113.0,37.2111833,126.75905,화성시
28730,90492,233000077,1000,37,슬항3리,233002153,55096.0,41037113.0,37.2093333,126.76288329999998,화성시
28747,90493,233000077,1000,38,구리섬휴게소,233000738,37102.0,41037113.0,37.2084833,126.7647,화성시
28771,90494,233000077,1000,39,외국인보호소,233000737,37103.0,41037113.0,37.2079667,126.76655,화성시
28808,90495,233000077,1000,40,마도사거리,233000736,37106.0,41037113.0,37.2069,126.77425,화성시
28834,90496,233000077,1000,41,재래시장.마도삼거리,233000735,37107.0,41037113.0,37.2063,126.78006670000002,화성시
28856,90497,233000077,1000,42,두곡리,233000734,37110.0,41037113.0,37.2048,126.78416670000001,화성시
28876,90498,233000077,1000,43,쌍송리입구.은장고개,233000733,37115.0,41037113.0,37.2022,126.7890667,화성시
28884,90499,233000077,1000,44,남양육리.남양1동,233000732,36008.0,41037113.0,37.2039,126.80153329999999,화성시
28908,90500,233000077,1000,45,우림아파트,233000731,36009.0,41037113.0,37.2054833,126.80585,화성시
28947,90501,233000077,1000,46,남양성지,233000841,36015.0,41037113.0,37.20735,126.81498329999998,화성시
28985,90502,233000077,1000,47,남양사거리,233000730,36019.0,41037113.0,37.209166700000004,126.81901670000002,화성시
29018,90503,233000077,1000,48,남양읍행정복지센터,233000729,36025.0,41037113.0,37.2117667,126.82341670000001,화성시
29048,90504,233000077,1000,49,동수원남양병원,233000728,36029.0,41037113.0,37.2145333,126.82956670000002,화성시
29067,90505,233000077,1000,50,북양1통.봉림사,233000727,36035.0,41037113.0,37.2185833,126.83213329999998,화성시
29077,90506,233000077,1000,51,북양1통.염티고개,233000726,36043.0,41037113.0,37.2220833,126.83983329999998,화성시
29098,90507,233000077,1000,52,양노3리,233000725,37153.0,41037113.0,37.22685,126.85821670000001,화성시
29118,90508,233000077,1000,53,양노리,233002118,55087.0,41037113.0,37.2288333,126.85995,화성시
29143,90509,233000077,1000,54,삼화리,233000724,37162.0,41037113.0,37.2362,126.8637,화성시
29154,90510,233000077,1000,55,천산아파트,233000723,37169.0,41037113.0,37.2364667,126.86598329999998,화성시
29177,90511,233000077,1000,56,비봉초등학교후문,233000722,37171.0,41037113.0,37.2362167,126.86823329999999,화성시
29188,90512,233000077,1000,57,비봉중고등학교,233000721,37186.0,41037113.0,37.2368667,126.8739,화성시
29212,90513,233000077,1000,58,구포리과수원,233000720,37200.0,41037113.0,37.2394,126.88051670000002,화성시
29228,90514,233000077,1000,59,쌍학리,233000719,37620.0,41037113.0,37.24825,126.89245,화성시
29239,90515,233000077,1000,60,숙곡리천불사,233000718,37237.0,41037113.0,37.2479833,126.89833329999999,화성시
29259,90516,233000077,1000,61,어천,233000842,37565.0,41037113.0,37.24935,126.9108333,화성시
29279,90517,233000077,1000,62,51사단,233000717,37290.0,41037113.0,37.2508667,126.9209,화성시
29305,90518,233000077,1000,63,원평,233000716,37295.0,41037113.0,37.2493167,126.92545,화성시
29331,90519,233000077,1000,64,전승아파트,233000715,37304.0,41037113.0,37.2462667,126.9306,화성시
29357,90520,233000077,1000,65,옥산마을,233000714,37308.0,41037113.0,37.2448167,126.93671670000002,화성시
29383,90521,233000077,1000,66,천천리,233000713,37312.0,41037113.0,37.244583299999995,126.94205,화성시
29401,90522,233000077,1000,67,천천리입구,233000712,37316.0,41037113.0,37.24365,126.94741670000002,화성시
29423,90523,233000077,1000,68,삼미.쌍용아파트,233000711,37324.0,41037113.0,37.2432,126.9533,화성시
29453,90524,233000077,1000,69,수영오거리.방송통신대입구,233000593,36148.0,41037113.0,37.2375167,126.96251670000001,화성시
29474,90525,233000077,1000,70,국립축산과학원,233000592,36152.0,41037113.0,37.236116700000004,126.9658667,화성시
29482,90527,233000077,1000,72,한국농수산대학,233000591,36159.0,41037113.0,37.2291167,126.97035,화성시
29490,90528,233000077,1000,73,신일우남아파트,233000590,36169.0,41037113.0,37.2266,126.97161670000001,화성시
29494,90529,233000077,1000,74,SK매직.우림그린빌리지,233000589,36174.0,41037113.0,37.2247833,126.97205,화성시
29498,90530,233000077,1000,75,평생플러스빌,233000588,36183.0,41037113.0,37.2224833,126.97365,화성시
29501,90531,233000077,1000,76,와우농협앞,233000942,36187.0,41037113.0,37.2179833,126.97445,화성시
29513,90532,233000077,1000,77,와우2리,233000944,36193.0,41037113.0,37.2159,126.97618329999999,화성시
29527,90533,233000077,1000,78,수원대학교,233000575,36210.0,41037113.0,37.2138333,126.97976670000001,화성시
29547,90534,233000077,1000,79,안녕4통,233002233,55121.0,41037113.0,37.2123,126.9829,화성시
29559,90535,233000077,1000,80,융건릉,233000585,36264.0,41037113.0,37.2078167,126.98883329999998,화성시
29569,90536,233000077,1000,81,타래치길,233001227,36661.0,41037113.0,37.207216700000004,126.99341670000001,화성시
29573,90537,233000077,1000,82,안녕자원앞,233001228,36660.0,41037113.0,37.2096667,127.00068329999999,화성시
29576,90538,233000077,1000,83,용주사,233000584,36289.0,41037113.0,37.210583299999996,127.00521670000002,화성시
29586,90539,233000077,1000,84,우남블루존.원광병원,233000583,36302.0,41037113.0,37.2096667,127.0092,화성시
29596,90540,233000077,1000,85,남수원현대아파트,233000582,36308.0,41037113.0,37.2071,127.0106,화성시
29606,90541,233000077,1000,86,안녕농협삼거리,233000581,36314.0,41037113.0,37.2052167,127.0147,화성시
29616,90542,233000077,1000,87,송산동입구,233000643,36315.0,41037113.0,37.2055667,127.0172,화성시
29640,90543,233000077,1000,88,동문아파트,233000642,36327.0,41037113.0,37.2054,127.02225,화성시
29651,90544,233000077,1000,89,진안5통.병점육교,233000696,36336.0,41037113.0,37.2087333,127.03041670000002,화성시
29672,90545,233000077,1000,90,병점역후문,233000695,36338.0,41037113.0,37.2069,127.03163329999998,화성시
29696,90546,233000077,1000,91,유엔아이,233001921,37933.0,41037113.0,37.20325,127.03408329999999,화성시
29718,90547,233000077,1000,92,한일타운아파트,233000097,36348.0,41037113.0,37.20025,127.03755,화성시
29740,90548,233000077,1000,93,성호아파트,233001290,36364.0,41037113.0,37.1999,127.04108329999998,화성시
29761,90549,233000077,1000,94,우남아파트,233001229,37516.0,41037113.0,37.1989833,127.04785,화성시
29784,90550,233000077,1000,95,서동탄역신일해피트리(중),233001288,36689.0,41037113.0,37.1995,127.05248329999999,화성시
29803,90551,233000077,1000,96,모아미래도.우림필유.평생학습관(중),233001286,36687.0,41037113.0,37.199233299999996,127.05761670000001,화성시
29822,90552,233000077,1000,97,풍성신미주아파트(중),233001644,37589.0,41037113.0,37.1994667,127.06341670000002,화성시
29834,90553,233000077,1000,98,다은마을(중),233001224,36664.0,41037113.0,37.19995,127.06765,화성시
29857,90554,233000077,1000,99,동탄홈플러스.다은마을삼성래미안,233002377,37664.0,41037113.0,37.2018333,127.06805,화성시
29860,90555,233000077,1000,100,롯데캐슬.복합문화센터,233001968,37666.0,41037113.0,37.2012333,127.07076670000001,화성시
29864,90556,233000077,1000,101,동탄2동행정복지센터,233001639,37671.0,41037113.0,37.1964167,127.07288329999999,화성시
29872,90557,233000077,1000,102,반송고등학교,233001961,37669.0,41037113.0,37.1932167,127.07738329999998,화성시
29875,90558,233000077,1000,103,사랑의교회,233001962,55130.0,41037113.0,37.1935833,127.08085,화성시
29878,90559,233000077,1000,104,동탄2신도시홍보관,233002383,37659.0,41037113.0,37.1942,127.0845,화성시
29884,90560,233000077,1000,105,반도5차,233001641,55485.0,41037113.0,37.194166700000004,127.0908,화성시
29894,90561,233000077,1000,106,신미주아파트,233001648,36993.0,41037113.0,37.1928667,127.09253329999999,화성시
29913,90562,233000077,1000,107,리베라CC,233000999,36501.0,41037113.0,37.1907,127.09898329999999,화성시
29943,90563,233000077,1000,108,한화.린스트라우스,233000978,36466.0,41037113.0,37.1953333,127.09899999999999,화성시
29952,90564,233000077,1000,109,동탄역(동측),233003085,55399.0,41037113.0,37.1996167,127.09626670000002,화성시
29964,90565,233000077,1000,110,롯데캐슬.포스코더샵,233000137,36436.0,41037113.0,37.1995,127.09861670000001,화성시
29973,90566,233000077,1000,111,린스트라우스.한화,233001637,37658.0,41037113.0,37.1963,127.0986,화성시
29983,90567,233000077,1000,112,리베라CC,233000998,36502.0,41037113.0,37.1907,127.09866670000001,화성시
30013,90568,233000077,1000,113,신미주아파트,233001649,37965.0,41037113.0,37.193000000000005,127.09288329999998,화성시
30032,90569,233000077,1000,114,반도5차,233001638,55484.0,41037113.0,37.1944667,127.09145,화성시
30042,90570,233000077,1000,115,동탄2신도시홍보관,233002382,37660.0,41037113.0,37.1944667,127.08451670000001,화성시
30048,90571,233000077,1000,116,월드반도,233001706,37697.0,41037113.0,37.1931,127.08041670000001,화성시
30051,90572,233000077,1000,117,반석초등학교,233001960,37661.0,41037113.0,37.1934,127.07746670000002,화성시
30054,90573,233000077,1000,118,동탄2동행정복지센터,233001640,37662.0,41037113.0,37.19715,127.0726,화성시
30062,90574,233000077,1000,119,복합문화센터,233001734,37852.0,41037113.0,37.2011167,127.0711,화성시
30067,90575,233000077,1000,120,동탄홈플러스,233002376,55277.0,41037113.0,37.20205,127.069,화성시
30071,90576,233000077,1000,121,다은마을(중),233001220,37693.0,41037113.0,37.2004167,127.0673,화성시
30094,90577,233000077,1000,122,풍성신미주(중),233001283,37590.0,41037113.0,37.199516700000004,127.06388329999999,화성시
30106,90578,233000077,1000,123,모아미래도.우림필유.평생학습관(중),233001285,36686.0,41037113.0,37.1994833,127.05818329999998,화성시
30125,90579,233000077,1000,124,서동탄역신일해피트리(중),233001287,36688.0,41037113.0,37.1994,127.05331670000001,화성시
30144,90580,233000077,1000,125,우남아파트,233000068,36381.0,41037113.0,37.1993667,127.04851670000001,화성시
30167,90581,233000077,1000,126,성호아파트,233001289,36362.0,41037113.0,37.1997,127.0427,화성시
30188,90582,233000077,1000,127,한일타운아파트,233000098,36349.0,41037113.0,37.2003333,127.0377,화성시
30210,90583,233000077,1000,128,유엔아이,233001920,37935.0,41037113.0,37.20385,127.03383329999998,화성시
30232,90584,233000077,1000,129,병점역후문,233000701,36339.0,41037113.0,37.2068667,127.03183329999999,화성시
30256,90585,233000077,1000,130,진안5통.병점육교,233000950,36337.0,41037113.0,37.2089833,127.03043329999998,화성시
30277,90586,233000077,1000,131,안용중학교.현충탑,233000670,36328.0,41037113.0,37.2055667,127.02191670000002,화성시
30288,90587,233000077,1000,132,송산동입구,233000669,36318.0,41037113.0,37.20585,127.01778329999999,화성시
30312,90588,233000077,1000,133,안녕농협삼거리,233000604,36312.0,41037113.0,37.2053,127.01425,화성시
30322,90589,233000077,1000,134,남수원현대아파트,233000603,36307.0,41037113.0,37.207666700000004,127.01051670000001,화성시
30332,90590,233000077,1000,135,우남블루존.원광병원,233000602,36301.0,41037113.0,37.2098333,127.00923329999999,화성시
30342,90591,233000077,1000,136,용주사,233000601,36288.0,41037113.0,37.2105167,127.0043,화성시
30352,90592,233000077,1000,137,안녕자원,233001130,36281.0,41037113.0,37.2096667,127.00046670000002,화성시
30355,90593,233000077,1000,138,지킴이마을.타래치길,233001131,36273.0,41037113.0,37.207,126.99301670000001,화성시
30359,90594,233000077,1000,139,융건릉,233000600,36262.0,41037113.0,37.20805,126.9887,화성시
30369,90595,233000077,1000,140,안녕4통,233002234,55122.0,41037113.0,37.2126333,126.98278329999998,화성시
30381,90596,233000077,1000,141,수원대학교,233000576,36204.0,41037113.0,37.2141667,126.97915,화성시
30401,90597,233000077,1000,142,와우2리,233000945,36194.0,41037113.0,37.2159833,126.97631670000001,화성시
30415,90598,233000077,1000,143,와우농협앞,233001457,37529.0,41037113.0,37.218,126.9746333,화성시
30427,90599,233000077,1000,144,신일해피트리1차,233000596,36186.0,41037113.0,37.2224667,126.97393329999998,화성시
30431,90600,233000077,1000,145,우림그린빌리지,233000595,36176.0,41037113.0,37.22455,126.97243329999999,화성시
30435,90601,233000077,1000,146,광도와이드빌.우남그린빌,233000594,36172.0,41037113.0,37.2265833,126.97188329999999,화성시
30439,90602,233000077,1000,147,한국농수산대학,233000002,36161.0,41037113.0,37.2293167,126.97043329999998,화성시
30447,90603,233000077,1000,148,수영리검사소,233001986,55621.0,41037113.0,37.23251232,126.968503,화성시
30455,90605,233000077,1000,150,수영오거리.방송통신대입구,233000001,2051.0,41037113.0,37.2377167,126.9624,화성시
30476,90606,233000077,1000,151,삼미.쌍용아파트,233000782,37325.0,41037113.0,37.2434333,126.95348329999999,화성시
30506,90607,233000077,1000,152,천천리입구,233000781,37321.0,41037113.0,37.24385,126.94825,화성시
30528,90608,233000077,1000,153,천천리,233000849,37313.0,41037113.0,37.2446167,126.94246670000001,화성시
30546,90609,233000077,1000,154,옥산마을,233000848,37309.0,41037113.0,37.24485,126.93703329999998,화성시
30572,90610,233000077,1000,155,전승아파트,233000847,37305.0,41037113.0,37.2463667,126.93061670000002,화성시
30598,90611,233000077,1000,156,원평,233000846,37299.0,41037113.0,37.2494,126.92556670000002,화성시
30624,90612,233000077,1000,157,51사단,233000845,37291.0,41037113.0,37.2509667,126.92086670000002,화성시
30650,90613,233000077,1000,158,어천,233000844,37566.0,41037113.0,37.2494667,126.91085,화성시
30670,90614,233000077,1000,159,숙곡리천불사,233000843,37238.0,41037113.0,37.2480833,126.89871670000001,화성시
30690,90615,233000077,1000,160,구포3리,233000780,37612.0,41037113.0,37.24825,126.89206670000002,화성시
30700,90616,233000077,1000,161,구포리과수원,233000779,37207.0,41037113.0,37.24005,126.8821,화성시
30716,90617,233000077,1000,162,비봉초등학교후문.삼화3리,233000777,37170.0,41037113.0,37.2363167,126.86815,화성시
30728,90618,233000077,1000,163,천산아파트,233000776,37168.0,41037113.0,37.23655,126.86598329999998,화성시
30751,90619,233000077,1000,164,삼화리.천산아파트,233000774,37161.0,41037113.0,37.2360833,126.86291670000001,화성시
30762,90620,233000077,1000,165,양노리,233000773,37154.0,41037113.0,37.2290833,126.85976670000001,화성시
30787,90621,233000077,1000,166,양노3리,233003082,55393.0,41037113.0,37.2267667,126.85771670000001,화성시
30807,90622,233000077,1000,167,북양1통.염티고개,233000772,36042.0,41037113.0,37.222133299999996,126.83903329999998,화성시
30828,90623,233000077,1000,168,동수원남양병원,233000770,36030.0,41037113.0,37.2147333,126.82951670000001,화성시
30847,90624,233000077,1000,169,남양읍행정복지센터,233000769,36026.0,41037113.0,37.21195,126.82336670000001,화성시
30877,90625,233000077,1000,170,남양사거리,233000768,36021.0,41037113.0,37.2094333,126.8191,화성시
30910,90626,233000077,1000,171,남양성지,233000767,36014.0,41037113.0,37.2076167,126.81606670000001,화성시
30948,90627,233000077,1000,172,우림아파트,233000766,36010.0,41037113.0,37.20565,126.80613329999998,화성시
30987,90628,233000077,1000,173,남양육리.남양1동,233000765,36007.0,41037113.0,37.2039833,126.80096670000002,화성시
31011,90629,233000077,1000,174,은장고개,233001298,37114.0,41037113.0,37.2026667,126.78828329999999,화성시
31019,90630,233000077,1000,175,두곡리,233000764,37109.0,41037113.0,37.2055333,126.78316670000001,화성시
31039,90631,233000077,1000,176,재래시장.마도삼거리,233000763,37108.0,41037113.0,37.2063333,126.7808,화성시
31061,90632,233000077,1000,177,마도사거리,233000762,37105.0,41037113.0,37.20715,126.7746,화성시
31087,90633,233000077,1000,178,외국인보호소,233000761,37104.0,41037113.0,37.20805,126.76711670000002,화성시
31124,90634,233000077,1000,179,구리섬앞,233000857,37562.0,41037113.0,37.208716700000004,126.7646,화성시
31142,90635,233000077,1000,180,구리섬휴게소,233000760,37101.0,41037113.0,37.2094667,126.76305,화성시
31166,90636,233000077,1000,181,삼존리자동차성능시험장,233000759,37100.0,41037113.0,37.2108,126.76051670000001,화성시
31184,90637,233000077,1000,182,돼지고개.삼존리물미,233000877,37097.0,41037113.0,37.2116833,126.75538329999999,화성시
31216,90638,233000077,1000,183,봉가1리,233000878,37095.0,41037113.0,37.212283299999996,126.74531670000002,화성시
31253,90639,233000077,1000,184,송산농협.사강정형외과,233000858,37089.0,41037113.0,37.213466700000005,126.7389,화성시
31262,90640,233000077,1000,185,사강시장,233000859,37085.0,41037113.0,37.2131833,126.73691670000001,화성시
31308,90641,233000077,1000,186,사강복지회관,233000271,37081.0,41037113.0,37.2128667,126.73263329999999,화성시
31383,90642,233000077,1000,187,육일리.육교동입구,233000270,37370.0,41037113.0,37.209366700000004,126.72775,화성시
31409,90643,233000077,1000,188,육일리마을회관,233000136,36440.0,41037113.0,37.2072833,126.72498329999999,화성시
31427,90644,233000077,1000,189,육일리교차로,233001483,37556.0,41037113.0,37.2037,126.72428329999998,화성시
31443,90645,233000077,1000,190,육일2리.코스코밸리,233000860,37069.0,41037113.0,37.200166700000004,126.72288329999999,화성시
31457,90646,233000077,1000,191,상안리.한국발효,233000758,37471.0,41037113.0,37.19305,126.7166,화성시
31467,90647,233000077,1000,192,신흥사,233000861,37061.0,41037113.0,37.189916700000005,126.7135,화성시
31477,90648,233000077,1000,193,상안1리,233000757,37058.0,41037113.0,37.18515,126.70971670000002,화성시
31486,90649,233000077,1000,194,상안1.2리,233000756,37048.0,41037113.0,37.1825667,126.70646670000001,화성시
31496,90650,233000077,1000,195,상안2리.SK주유소,233000862,37054.0,41037113.0,37.1795833,126.70815,화성시
31508,90651,233000077,1000,196,상안삼거리,233002316,55225.0,41037113.0,37.17495,126.70611670000001,화성시
31517,90652,233000077,1000,197,서신,233000863,37043.0,41037113.0,37.1694333,126.70508329999998,화성시
31523,90653,233000077,1000,198,매화리,233000324,37041.0,41037113.0,37.1687,126.70363329999999,화성시
31539,90654,233000077,1000,199,서신중학교후문,233003119,55515.0,41037113.0,37.1699667,126.7018,화성시
31555,90655,233000077,1000,200,목성머리,233000755,37578.0,41037113.0,37.1731167,126.6972,화성시
31563,90656,233000077,1000,201,광평리,233000864,37031.0,41037113.0,37.1729833,126.69441670000002,화성시
31579,90657,233000077,1000,202,느티나무앞,233001888,37927.0,41037113.0,37.1743667,126.6914,화성시
31595,90658,233000077,1000,203,광평삼거리,233000754,37564.0,41037113.0,37.1748167,126.68891670000001,화성시
31613,90659,233000077,1000,204,숲풀안앞,233001876,37783.0,41037113.0,37.1742833,126.6856,화성시
31621,90660,233000077,1000,205,장외리,233000865,37020.0,41037113.0,37.17425,126.6807,화성시
31637,90661,233000077,1000,206,장외리,233001874,37926.0,41037113.0,37.170016700000005,126.67903329999999,화성시
31653,90662,233000077,1000,207,장외리.지긋말,233000866,37016.0,41037113.0,37.1684,126.67831670000001,화성시
31663,90663,233000077,1000,208,큰말입구,233000867,37015.0,41037113.0,37.1661167,126.67508329999998,화성시
31671,90664,233000077,1000,209,송교1리,233000868,37012.0,41037113.0,37.1636,126.6689,화성시
31679,90665,233000077,1000,210,살고지입구,233001299,36947.0,41037113.0,37.162916700000004,126.66651670000002,화성시
31688,90666,233000077,1000,211,개경촌,233000871,37007.0,41037113.0,37.1648,126.66433329999998,화성시
31696,90667,233000077,1000,212,제부해수탕,233000753,36763.0,41037113.0,37.1671833,126.65899999999999,화성시
31703,90668,233000077,1000,213,제부도입구,233000872,37001.0,41037113.0,37.172116700000004,126.65853329999999,화성시
31723,90669,233000077,1000,214,제부도입구,233001904,55349.0,41037113.0,37.17255,126.65921670000002,화성시
31743,90670,233000077,1000,215,돈말입구,233001930,55351.0,41037113.0,37.1748833,126.66385,화성시
31751,90671,233000077,1000,216,장외리.오리골,233001871,55348.0,41037113.0,37.177,126.66648329999998,화성시
31761,90672,233000079,20,1,조암터미널,233000929,36011.0,41008145.0,37.08215,126.81558329999999,화성시
31843,90673,233000079,20,2,조암삼거리(경유),277102392,,41008145.0,37.0809333,126.81455,화성시
31865,90674,233000079,20,3,장안여자중학교,233000992,36797.0,41008145.0,37.0785667,126.81521670000001,화성시
31902,90675,233000079,20,4,사곡6리,233000496,36910.0,41008145.0,37.0748167,126.81515,화성시
31903,90676,233000079,20,5,장안우체국,233002511,55388.0,41008145.0,37.072166700000004,126.81385,화성시
31924,90677,233000079,20,6,사곡1리,233000993,37478.0,41008145.0,37.069083299999996,126.80921670000001,화성시
31945,90678,233000079,20,7,장자터,233001776,37834.0,41008145.0,37.0664833,126.80216670000001,화성시
31966,90679,233000079,20,8,기아생활관,233000485,36918.0,41008145.0,37.064383299999996,126.79561670000001,화성시
31986,90680,233000079,20,9,화산삼거리,233001554,36701.0,41008145.0,37.0626667,126.79246670000002,화성시
32006,90681,233000079,20,10,기아2차아파트앞,233002268,55143.0,41008145.0,37.0604667,126.7929,화성시
32014,90682,233000079,20,11,석천1리포도원,233000473,36906.0,41008145.0,37.058066700000005,126.7937667,화성시
32022,90683,233000079,20,12,두레자연중고등학교,233001383,36951.0,41008145.0,37.0564,126.79528329999998,화성시
32026,90684,233000079,20,13,이화1리마을회관(회차),233001583,37628.0,41008145.0,37.0427667,126.78976670000002,화성시
32027,90685,233000079,20,14,이화1리,233001584,37629.0,41008145.0,37.0468167,126.7951,화성시
32028,90686,233000079,20,15,이화2리앞(이화병원),233001048,36828.0,41008145.0,37.0421833,126.7974,화성시
32031,90687,233000079,20,16,이화3리입구,233001049,37500.0,41008145.0,37.04035,126.80005,화성시
32037,90688,233000079,20,17,슈마타운,233000471,36878.0,41008145.0,37.03605,126.80348329999998,화성시
32043,90689,233000079,20,18,애덕가정,233000470,37435.0,41008145.0,37.0328,126.8023,화성시
32046,90690,233000079,20,19,이화리종점,233001052,37499.0,41008145.0,37.0282,126.79655,화성시
32052,90691,233000079,20,20,이화리종점,233001053,37498.0,41008145.0,37.02815,126.79673329999999,화성시
32058,90692,233000079,20,21,애덕의.가정,233001051,36826.0,41008145.0,37.0327167,126.80248329999999,화성시
32061,90693,233000079,20,22,슈마타운,233001050,36827.0,41008145.0,37.0363,126.8035,화성시
32067,90694,233000079,20,23,이화3리입구,233000469,36879.0,41008145.0,37.0404667,126.8002,화성시
32073,90695,233000079,20,24,이화2리앞,233000468,36880.0,41008145.0,37.0422833,126.79763329999999,화성시
32076,90696,233000079,20,25,이화1리앞,233001047,36829.0,41008145.0,37.0471333,126.79521670000001,화성시
32081,90697,233000079,20,26,두레자연중고교,233001384,36950.0,41008145.0,37.05645,126.79546670000002,화성시
32084,90698,233000079,20,27,석천1리포도원,233001054,36825.0,41008145.0,37.058183299999996,126.7939,화성시
32092,90699,233000079,20,28,기아2차아파트앞,233001057,36824.0,41008145.0,37.06045,126.79305,화성시
32100,90700,233000079,20,29,화산삼거리,233001011,37474.0,41008145.0,37.06255,126.79251670000001,화성시
32120,90701,233000079,20,30,기아생활관,233000477,36904.0,41008145.0,37.0643167,126.79586670000002,화성시
32140,90702,233000079,20,31,장자터,233001780,37839.0,41008145.0,37.066416700000005,126.80225,화성시
32161,90703,233000079,20,32,사곡1리,233000476,37434.0,41008145.0,37.0689,126.80925,화성시
32182,90704,233000079,20,33,장안우체국,233002512,55389.0,41008145.0,37.0721167,126.81395,화성시
32203,90705,233000079,20,34,사곡6리,233000487,37431.0,41008145.0,37.074966700000004,126.81533329999999,화성시
32204,90706,233000079,20,35,장안여자중학교,233000486,36917.0,41008145.0,37.0785667,126.8154,화성시
32241,90707,233000079,20,36,조암터미널,233000928,36013.0,41008145.0,37.0822333,126.8158,화성시
32323,90708,233000080,21,1,조암터미널,233000929,36011.0,41008146.0,37.08215,126.81558329999999,화성시
32405,90709,233000080,21,2,조암리(경유),277102394,,41008146.0,37.0827,126.81888329999998,화성시
32418,90710,233000080,21,3,시장앞,233001246,36937.0,41008146.0,37.0846667,126.81948329999999,화성시
32437,90711,233000080,21,4,삼괴중고등학교,233001067,36823.0,41008146.0,37.0870167,126.81898329999999,화성시
32456,90712,233000080,21,5,우정읍복지센터입구,233001070,36822.0,41008146.0,37.0896167,126.8172,화성시
32474,90713,233000080,21,6,한각리입구,233001071,36821.0,41008146.0,37.09215,126.81645,화성시
32491,90714,233000080,21,7,멱우2리부대앞,233001077,37494.0,41008146.0,37.0957667,126.81518329999999,화성시
32508,90715,233000080,21,8,멱우2리,233001081,36819.0,41008146.0,37.1021,126.81383329999998,화성시
32526,90716,233000080,21,9,멱우1리,233001352,37527.0,41008146.0,37.1060667,126.80795,화성시
32543,90717,233000080,21,10,화수사거리,233000452,36891.0,41008146.0,37.1097667,126.80206670000001,화성시
32563,90718,233000080,21,11,경신공업사,233001569,37622.0,41008146.0,37.1152667,126.8133,화성시
32578,90719,233000080,21,12,금의2리,233001401,36965.0,41008146.0,37.11655,126.81641670000002,화성시
32593,90720,233000080,21,13,주곡1리,233000451,36892.0,41008146.0,37.1163167,126.81953329999999,화성시
32609,90721,233000080,21,14,주곡1리,233002184,55157.0,41008146.0,37.1175,126.825,화성시
32625,90722,233000080,21,15,금의3리,233000450,36893.0,41008146.0,37.11715,126.8278,화성시
32635,90723,233000080,21,16,석포3리,233001932,37947.0,41008146.0,37.1205333,126.83113329999999,화성시
32654,90724,233000080,21,17,석포3리,233000449,37441.0,41008146.0,37.12125,126.83185,화성시
32673,90725,233000080,21,18,석포2리,233000448,36894.0,41008146.0,37.1264,126.83513329999998,화성시
32693,90726,233000080,21,19,석포2리,233000447,36895.0,41008146.0,37.129116700000004,126.83751670000001,화성시
32713,90727,233000080,21,20,석포초등학교,233000446,37442.0,41008146.0,37.1300167,126.84011670000001,화성시
32719,90728,233000080,21,21,석포삼거리,233000445,36896.0,41008146.0,37.130733299999996,126.84365,화성시
32736,90729,233000080,21,22,서근리,233000444,36897.0,41008146.0,37.1278833,126.85058329999998,화성시
32759,90730,233000080,21,23,서근리,233000443,37443.0,41008146.0,37.1260833,126.85755,화성시
32782,90731,233000080,21,24,화당리,233000441,36899.0,41008146.0,37.1216667,126.86521670000002,화성시
32796,90732,233000080,21,25,월문리,233000440,36900.0,41008146.0,37.1193167,126.86906670000002,화성시
32810,90733,233000080,21,26,월문초등학교,233000439,37444.0,41008146.0,37.1178667,126.8714,화성시
32824,90734,233000080,21,27,월문리온천입구,233000438,36901.0,41008146.0,37.1143167,126.87723329999999,화성시
32831,90735,233000080,21,28,해창1리.우리꽃식물원,233001402,37206.0,41008146.0,37.1130333,126.882,화성시
32852,90736,233000080,21,29,매곡리,233000391,37217.0,41008146.0,37.11725,126.88846670000001,화성시
32871,90737,233000080,21,30,고주리입구.한국폴리텍대학,233001550,36695.0,41008146.0,37.1218,126.8925,화성시
32873,90738,233000080,21,31,제암리입구,233001570,37623.0,41008146.0,37.12685,126.88866670000002,화성시
32878,90739,233000080,21,32,고주리마을회관,233001508,37426.0,41008146.0,37.12805,126.88376670000001,화성시
32881,90740,233000080,21,33,고주리,233001510,36736.0,41008146.0,37.1288333,126.88383329999999,화성시
32884,90741,233000080,21,34,고주리.동방산업단지,233001571,37624.0,41008146.0,37.1362167,126.88776670000001,화성시
32891,90742,233000080,21,35,발안주공아파트,233001935,37941.0,41008146.0,37.1310667,126.89908329999999,화성시
32895,90743,233000080,21,36,발안마을주공아파트,233000523,36908.0,41008146.0,37.1293833,126.90068329999998,화성시
32900,90744,233000080,21,37,우림아파트.화성노인회관,233000522,37428.0,41008146.0,37.1281333,126.90211670000001,화성시
32912,90745,233000080,21,38,발안기업은행,233001936,37277.0,41008146.0,37.130283299999995,126.91015,화성시
