,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,표준정류장ID,시군명
14010,92619,233000252,710,57,동탄2파출소.농협,233001166,36470.0,233001166,화성시
14012,154561,241205023,H5,20,동탄2파출소.농협,233001166,36470.0,233001166,화성시
14013,164069,241317008,19-3,50,동탄2파출소.농협,233001166,36470.0,233001166,화성시
14014,164201,241317011,H3,31,동탄2파출소.농협,233001166,36470.0,233001166,화성시
14015,91627,233000128,712,42,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14016,91697,233000130,73-1,65,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14019,92452,233000141,201,46,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14022,92620,233000252,710,58,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14024,154562,241205023,H5,21,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14025,164070,241317008,19-3,51,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14026,164202,241317011,H3,32,성원아파트.이지더원,233001493,37549.0,233001493,화성시
14027,91628,233000128,712,43,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14028,91698,233000130,73-1,66,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14031,92453,233000141,201,47,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14034,92621,233000252,710,59,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14036,154563,241205023,H5,22,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14037,164071,241317008,19-3,52,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14038,164203,241317011,H3,33,상록.경남아파트.이주택지,233001492,37550.0,233001492,화성시
14039,91629,233000128,712,44,한백초중교,233000135,36513.0,233000135,화성시
14040,92454,233000141,201,48,한백초중교,233000135,36513.0,233000135,화성시
14041,92626,233000252,710,64,한백초중교,233000135,36513.0,233000135,화성시
14042,91630,233000128,712,45,동탄2부영아파트,233000981,36434.0,233000981,화성시
14043,92455,233000141,201,49,동탄2부영아파트,233000981,36434.0,233000981,화성시
14044,92627,233000252,710,65,동탄2부영아파트,233000981,36434.0,233000981,화성시
14045,91631,233000128,712,46,LH4단지후문,233002501,55407.0,233002501,화성시
14046,92456,233000141,201,50,LH4단지후문,233002501,55407.0,233002501,화성시
14047,92628,233000252,710,66,LH4단지후문,233002501,55407.0,233002501,화성시
14048,91632,233000128,712,47,동탄2LH4단지,233001505,37583.0,233001505,화성시
14049,92457,233000141,201,51,동탄2LH4단지,233001505,37583.0,233001505,화성시
14050,92629,233000252,710,67,동탄2LH4단지,233001505,37583.0,233001505,화성시
14051,91633,233000130,73-1,1,화성운수차고지,233002292,37123.0,233002292,화성시
14052,91634,233000130,73-1,2,자이파밀리에.LH29,233003132,55528.0,233003132,화성시
14057,154512,241205022,H4,35,자이파밀리에.LH29,233003132,55528.0,233003132,화성시
14058,154580,241205023,H5,39,자이파밀리에.LH29,233003132,55528.0,233003132,화성시
14059,164086,241317009,39,10,자이파밀리에.LH29,233003132,55528.0,233003132,화성시
14061,91635,233000130,73-1,3,금호어울림.계룡리슈빌,233003127,55523.0,233003127,화성시
14067,154513,241205022,H4,36,금호어울림.계룡리슈빌,233003127,55523.0,233003127,화성시
14068,154581,241205023,H5,40,금호어울림.계룡리슈빌,233003127,55523.0,233003127,화성시
14069,164087,241317009,39,11,금호어울림.계룡리슈빌,233003127,55523.0,233003127,화성시
14071,164179,241317011,H3,9,금호어울림.계룡리슈빌,233003127,55523.0,233003127,화성시
14072,91636,233000130,73-1,4,아이파크.호수부영4차,233001754,55505.0,233001754,화성시
14075,154582,241205023,H5,41,아이파크.호수부영4차,233001754,55505.0,233001754,화성시
14076,164015,241317007,29,27,아이파크.호수부영4차,233001754,55505.0,233001754,화성시
14077,164180,241317011,H3,10,아이파크.호수부영4차,233001754,55505.0,233001754,화성시
14078,91637,233000130,73-1,5,아이파크.호수부영5차,233001748,55503.0,233001748,화성시
14081,154583,241205023,H5,42,아이파크.호수부영5차,233001748,55503.0,233001748,화성시
14082,164016,241317007,29,28,아이파크.호수부영5차,233001748,55503.0,233001748,화성시
14083,164181,241317011,H3,11,아이파크.호수부영5차,233001748,55503.0,233001748,화성시
14084,91638,233000130,73-1,6,호수공원행복주택.호수부영6차,233001710,55501.0,233001710,화성시
14087,154584,241205023,H5,43,호수공원행복주택.호수부영6차,233001710,55501.0,233001710,화성시
14088,164017,241317007,29,29,호수공원행복주택.호수부영6차,233001710,55501.0,233001710,화성시
14089,164182,241317011,H3,12,호수공원행복주택.호수부영6차,233001710,55501.0,233001710,화성시
14090,91639,233000130,73-1,7,호수부영1차,233001696,37696.0,233001696,화성시
14092,93179,233000268,200,2,호수부영1차,233001696,37696.0,233001696,화성시
14095,154585,241205023,H5,44,호수부영1차,233001696,37696.0,233001696,화성시
14096,163792,241317002,19,2,호수부영1차,233001696,37696.0,233001696,화성시
14097,164018,241317007,29,30,호수부영1차,233001696,37696.0,233001696,화성시
14098,164183,241317011,H3,13,호수부영1차,233001696,37696.0,233001696,화성시
14099,91640,233000130,73-1,8,서희스타힐스.단독주택,233001608,37654.0,233001608,화성시
14102,154586,241205023,H5,45,서희스타힐스.단독주택,233001608,37654.0,233001608,화성시
14103,164184,241317011,H3,14,서희스타힐스.단독주택,233001608,37654.0,233001608,화성시
14104,91641,233000130,73-1,9,창의고,233000374,55465.0,233000374,화성시
14107,154587,241205023,H5,46,창의고,233000374,55465.0,233000374,화성시
14108,164185,241317011,H3,15,창의고,233000374,55465.0,233000374,화성시
14109,91642,233000130,73-1,10,한신더휴,233001614,55489.0,233001614,화성시
14111,93833,233000281,205,1,한신더휴,233001614,55489.0,233001614,화성시
14112,154588,241205023,H5,47,한신더휴,233001614,55489.0,233001614,화성시
14113,164186,241317011,H3,16,한신더휴,233001614,55489.0,233001614,화성시
14114,91643,233000130,73-1,11,베라체아파트,233001568,36693.0,233001568,화성시
14118,154589,241205023,H5,48,베라체아파트,233001568,36693.0,233001568,화성시
14119,163858,241317004,19-1,9,베라체아파트,233001568,36693.0,233001568,화성시
14120,163998,241317007,29,10,베라체아파트,233001568,36693.0,233001568,화성시
14121,164187,241317011,H3,17,베라체아파트,233001568,36693.0,233001568,화성시
14122,91644,233000130,73-1,12,예솔초.호반2차.대원2차,233002421,55340.0,233002421,화성시
14126,154590,241205023,H5,49,예솔초.호반2차.대원2차,233002421,55340.0,233002421,화성시
14127,163859,241317004,19-1,10,예솔초.호반2차.대원2차,233002421,55340.0,233002421,화성시
14128,163999,241317007,29,11,예솔초.호반2차.대원2차,233002421,55340.0,233002421,화성시
14129,164188,241317011,H3,18,예솔초.호반2차.대원2차,233002421,55340.0,233002421,화성시
14130,91645,233000130,73-1,13,호반베르디움,233002428,55304.0,233002428,화성시
14132,91646,233000130,73-1,14,무봉초,233002423,55299.0,233002423,화성시
14135,91657,233000130,73-1,25,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14136,92421,233000141,201,15,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14137,92582,233000252,710,20,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14138,93199,233000268,200,22,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14139,93857,233000281,205,25,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14142,154530,241205022,H4,53,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14144,165983,241324001,17,45,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14145,166029,241324002,27,33,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14146,166072,241324003,27-1,28,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14147,166121,241324004,27-2,34,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14148,166165,241324005,17-1,29,한화꿈에그린아파트,233001677,37737.0,233001677,화성시
14149,91658,233000130,73-1,26,센트럴파크,233001675,37703.0,233001675,화성시
14150,92422,233000141,201,16,센트럴파크,233001675,37703.0,233001675,화성시
14151,92583,233000252,710,21,센트럴파크,233001675,37703.0,233001675,화성시
14152,93200,233000268,200,23,센트럴파크,233001675,37703.0,233001675,화성시
14153,93858,233000281,205,26,센트럴파크,233001675,37703.0,233001675,화성시
14156,154531,241205022,H4,54,센트럴파크,233001675,37703.0,233001675,화성시
14158,165984,241324001,17,46,센트럴파크,233001675,37703.0,233001675,화성시
14159,166030,241324002,27,34,센트럴파크,233001675,37703.0,233001675,화성시
14160,166073,241324003,27-1,29,센트럴파크,233001675,37703.0,233001675,화성시
14161,166122,241324004,27-2,35,센트럴파크,233001675,37703.0,233001675,화성시
14162,166166,241324005,17-1,30,센트럴파크,233001675,37703.0,233001675,화성시
14163,91659,233000130,73-1,27,자연앤아너스빌,233001939,37943.0,233001939,화성시
14164,92423,233000141,201,17,자연앤아너스빌,233001939,37943.0,233001939,화성시
14167,165985,241324001,17,47,자연앤아너스빌,233001939,37943.0,233001939,화성시
14168,166031,241324002,27,35,자연앤아너스빌,233001939,37943.0,233001939,화성시
14169,166123,241324004,27-2,36,자연앤아너스빌,233001939,37943.0,233001939,화성시
14170,166167,241324005,17-1,31,자연앤아너스빌,233001939,37943.0,233001939,화성시
14171,91660,233000130,73-1,28,숲속자연앤,233001983,37951.0,233001983,화성시
14172,92424,233000141,201,18,숲속자연앤,233001983,37951.0,233001983,화성시
14175,165986,241324001,17,48,숲속자연앤,233001983,37951.0,233001983,화성시
14176,166032,241324002,27,36,숲속자연앤,233001983,37951.0,233001983,화성시
14177,166124,241324004,27-2,37,숲속자연앤,233001983,37951.0,233001983,화성시
14178,166168,241324005,17-1,32,숲속자연앤,233001983,37951.0,233001983,화성시
14179,91661,233000130,73-1,29,모아미래도아파트,233001669,37732.0,233001669,화성시
14181,166033,241324002,27,37,모아미래도아파트,233001669,37732.0,233001669,화성시
14182,166125,241324004,27-2,38,모아미래도아파트,233001669,37732.0,233001669,화성시
14183,166169,241324005,17-1,33,모아미래도아파트,233001669,37732.0,233001669,화성시
14184,91662,233000130,73-1,30,한마음초교.광명메이루즈,233001787,37734.0,233001787,화성시
14187,166034,241324002,27,38,한마음초교.광명메이루즈,233001787,37734.0,233001787,화성시
14188,166126,241324004,27-2,39,한마음초교.광명메이루즈,233001787,37734.0,233001787,화성시
14189,166170,241324005,17-1,34,한마음초교.광명메이루즈,233001787,37734.0,233001787,화성시
14190,91663,233000130,73-1,31,자연앤아너스빌.한마음초교,233001667,37740.0,233001667,화성시
14192,166035,241324002,27,39,자연앤아너스빌.한마음초교,233001667,37740.0,233001667,화성시
14193,166127,241324004,27-2,40,자연앤아너스빌.한마음초교,233001667,37740.0,233001667,화성시
14194,166171,241324005,17-1,35,자연앤아너스빌.한마음초교,233001667,37740.0,233001667,화성시
14195,91664,233000130,73-1,32,모아미래도아파트,233002185,55144.0,233002185,화성시
14197,166036,241324002,27,40,모아미래도아파트,233002185,55144.0,233002185,화성시
14198,166079,241324003,27-1,35,모아미래도아파트,233002185,55144.0,233002185,화성시
14199,166128,241324004,27-2,41,모아미래도아파트,233002185,55144.0,233002185,화성시
14200,91665,233000130,73-1,33,신미주아파트,233001665,37705.0,233001665,화성시
14201,166037,241324002,27,41,신미주아파트,233001665,37705.0,233001665,화성시
14202,166080,241324003,27-1,36,신미주아파트,233001665,37705.0,233001665,화성시
14203,166129,241324004,27-2,42,신미주아파트,233001665,37705.0,233001665,화성시
14204,91666,233000130,73-1,34,주공5단지,233001685,37746.0,233001685,화성시
14205,93207,233000268,200,30,주공5단지,233001685,37746.0,233001685,화성시
14206,93865,233000281,205,33,주공5단지,233001685,37746.0,233001685,화성시
14208,166082,241324003,27-1,38,주공5단지,233001685,37746.0,233001685,화성시
14209,191494,241491004,35-2,30,주공5단지,233001685,37746.0,233001685,화성시
14210,191573,241491008,38,25,주공5단지,233001685,37746.0,233001685,화성시
14211,191642,241491009,35,30,주공5단지,233001685,37746.0,233001685,화성시
14212,191714,241491011,38-1,27,주공5단지,233001685,37746.0,233001685,화성시
14213,91667,233000130,73-1,35,주공4단지,233001686,37710.0,233001686,화성시
14214,93208,233000268,200,31,주공4단지,233001686,37710.0,233001686,화성시
14215,93866,233000281,205,34,주공4단지,233001686,37710.0,233001686,화성시
14217,166083,241324003,27-1,39,주공4단지,233001686,37710.0,233001686,화성시
14218,191495,241491004,35-2,31,주공4단지,233001686,37710.0,233001686,화성시
14219,191574,241491008,38,26,주공4단지,233001686,37710.0,233001686,화성시
14220,191643,241491009,35,31,주공4단지,233001686,37710.0,233001686,화성시
14221,191715,241491011,38-1,28,주공4단지,233001686,37710.0,233001686,화성시
14222,91668,233000130,73-1,36,우남퍼스트빌,233000080,36366.0,233000080,화성시
14223,93209,233000268,200,32,우남퍼스트빌,233000080,36366.0,233000080,화성시
14224,93867,233000281,205,35,우남퍼스트빌,233000080,36366.0,233000080,화성시
14226,166084,241324003,27-1,40,우남퍼스트빌,233000080,36366.0,233000080,화성시
14227,191496,241491004,35-2,32,우남퍼스트빌,233000080,36366.0,233000080,화성시
14228,191575,241491008,38,27,우남퍼스트빌,233000080,36366.0,233000080,화성시
14229,191644,241491009,35,32,우남퍼스트빌,233000080,36366.0,233000080,화성시
14230,191716,241491011,38-1,29,우남퍼스트빌,233000080,36366.0,233000080,화성시
14231,91669,233000130,73-1,37,병점고등학교,233001662,37704.0,233001662,화성시
14232,93210,233000268,200,33,병점고등학교,233001662,37704.0,233001662,화성시
14233,93868,233000281,205,36,병점고등학교,233001662,37704.0,233001662,화성시
14234,91670,233000130,73-1,38,신창미션힐,233001622,37739.0,233001622,화성시
14235,92430,233000141,201,24,신창미션힐,233001622,37739.0,233001622,화성시
14236,93211,233000268,200,34,신창미션힐,233001622,37739.0,233001622,화성시
14237,93869,233000281,205,37,신창미션힐,233001622,37739.0,233001622,화성시
14238,165994,241324001,17,56,신창미션힐,233001622,37739.0,233001622,화성시
14239,166179,241324005,17-1,43,신창미션힐,233001622,37739.0,233001622,화성시
14240,91675,233000130,73-1,43,한신아파트,233002344,37738.0,233002344,화성시
14241,92435,233000141,201,29,한신아파트,233002344,37738.0,233002344,화성시
14242,93216,233000268,200,39,한신아파트,233002344,37738.0,233002344,화성시
14243,93874,233000281,205,42,한신아파트,233002344,37738.0,233002344,화성시
14244,165941,241324001,17,3,한신아파트,233002344,37738.0,233002344,화성시
14245,166140,241324005,17-1,4,한신아파트,233002344,37738.0,233002344,화성시
14246,191679,241491010,100,10,한신아파트,233002344,37738.0,233002344,화성시
14247,91676,233000130,73-1,44,병점고등학교,233001663,37728.0,233001663,화성시
14248,93217,233000268,200,40,병점고등학교,233001663,37728.0,233001663,화성시
14249,93875,233000281,205,43,병점고등학교,233001663,37728.0,233001663,화성시
14250,91677,233000130,73-1,45,주공4단지,233000087,36369.0,233000087,화성시
14251,93218,233000268,200,41,주공4단지,233000087,36369.0,233000087,화성시
14252,93876,233000281,205,44,주공4단지,233000087,36369.0,233000087,화성시
14254,166051,241324003,27-1,7,주공4단지,233000087,36369.0,233000087,화성시
14255,191586,241491008,38,38,주공4단지,233000087,36369.0,233000087,화성시
14256,191727,241491011,38-1,40,주공4단지,233000087,36369.0,233000087,화성시
14257,91678,233000130,73-1,46,신창2차아파트,233000086,36376.0,233000086,화성시
14258,93219,233000268,200,42,신창2차아파트,233000086,36376.0,233000086,화성시
14259,93877,233000281,205,45,신창2차아파트,233000086,36376.0,233000086,화성시
14261,166052,241324003,27-1,8,신창2차아파트,233000086,36376.0,233000086,화성시
14262,191587,241491008,38,39,신창2차아파트,233000086,36376.0,233000086,화성시
14263,191681,241491010,100,12,신창2차아파트,233000086,36376.0,233000086,화성시
14264,191728,241491011,38-1,41,신창2차아파트,233000086,36376.0,233000086,화성시
14265,91679,233000130,73-1,47,정든공원,233000082,37591.0,233000082,화성시
14267,166006,241324002,27,10,정든공원,233000082,37591.0,233000082,화성시
14268,166053,241324003,27-1,9,정든공원,233000082,37591.0,233000082,화성시
14269,166097,241324004,27-2,10,정든공원,233000082,37591.0,233000082,화성시
14270,91680,233000130,73-1,48,신미주아파트,233001664,37727.0,233001664,화성시
14271,166007,241324002,27,11,신미주아파트,233001664,37727.0,233001664,화성시
14272,166054,241324003,27-1,10,신미주아파트,233001664,37727.0,233001664,화성시
14273,166098,241324004,27-2,11,신미주아파트,233001664,37727.0,233001664,화성시
14274,91681,233000130,73-1,49,모아미래도아파트,233001666,37726.0,233001666,화성시
14276,166008,241324002,27,12,모아미래도아파트,233001666,37726.0,233001666,화성시
14277,166055,241324003,27-1,11,모아미래도아파트,233001666,37726.0,233001666,화성시
14278,166099,241324004,27-2,12,모아미래도아파트,233001666,37726.0,233001666,화성시
14279,91682,233000130,73-1,50,자연앤데시앙,233001781,37863.0,233001781,화성시
14281,166009,241324002,27,13,자연앤데시앙,233001781,37863.0,233001781,화성시
14282,166100,241324004,27-2,13,자연앤데시앙,233001781,37863.0,233001781,화성시
14283,166148,241324005,17-1,12,자연앤데시앙,233001781,37863.0,233001781,화성시
14284,91683,233000130,73-1,51,한마음초교.광명메이루즈,233002117,55100.0,233002117,화성시
14287,166010,241324002,27,14,한마음초교.광명메이루즈,233002117,55100.0,233002117,화성시
14288,166101,241324004,27-2,14,한마음초교.광명메이루즈,233002117,55100.0,233002117,화성시
14289,166149,241324005,17-1,13,한마음초교.광명메이루즈,233002117,55100.0,233002117,화성시
14290,91684,233000130,73-1,52,모아미래도아파트,233001668,37789.0,233001668,화성시
14292,166011,241324002,27,15,모아미래도아파트,233001668,37789.0,233001668,화성시
14293,166102,241324004,27-2,15,모아미래도아파트,233001668,37789.0,233001668,화성시
14294,166150,241324005,17-1,14,모아미래도아파트,233001668,37789.0,233001668,화성시
14295,91685,233000130,73-1,53,숲속자연앤,233001984,37952.0,233001984,화성시
14296,92441,233000141,201,35,숲속자연앤,233001984,37952.0,233001984,화성시
14299,165949,241324001,17,11,숲속자연앤,233001984,37952.0,233001984,화성시
14300,166012,241324002,27,16,숲속자연앤,233001984,37952.0,233001984,화성시
14301,166103,241324004,27-2,16,숲속자연앤,233001984,37952.0,233001984,화성시
14302,166151,241324005,17-1,15,숲속자연앤,233001984,37952.0,233001984,화성시
14303,91686,233000130,73-1,54,능동은행사거리,233002273,55147.0,233002273,화성시
14304,92442,233000141,201,36,능동은행사거리,233002273,55147.0,233002273,화성시
14305,92609,233000252,710,47,능동은행사거리,233002273,55147.0,233002273,화성시
14306,93226,233000268,200,49,능동은행사거리,233002273,55147.0,233002273,화성시
14307,93884,233000281,205,52,능동은행사거리,233002273,55147.0,233002273,화성시
14310,154488,241205022,H4,11,능동은행사거리,233002273,55147.0,233002273,화성시
14312,165950,241324001,17,12,능동은행사거리,233002273,55147.0,233002273,화성시
14313,166013,241324002,27,17,능동은행사거리,233002273,55147.0,233002273,화성시
14314,166061,241324003,27-1,17,능동은행사거리,233002273,55147.0,233002273,화성시
14315,166104,241324004,27-2,17,능동은행사거리,233002273,55147.0,233002273,화성시
14316,166152,241324005,17-1,16,능동은행사거리,233002273,55147.0,233002273,화성시
14317,91687,233000130,73-1,55,센트럴파크,233001674,37742.0,233001674,화성시
14318,92443,233000141,201,37,센트럴파크,233001674,37742.0,233001674,화성시
14319,92610,233000252,710,48,센트럴파크,233001674,37742.0,233001674,화성시
14320,93227,233000268,200,50,센트럴파크,233001674,37742.0,233001674,화성시
14321,93885,233000281,205,53,센트럴파크,233001674,37742.0,233001674,화성시
14324,154489,241205022,H4,12,센트럴파크,233001674,37742.0,233001674,화성시
14326,165951,241324001,17,13,센트럴파크,233001674,37742.0,233001674,화성시
14327,166014,241324002,27,18,센트럴파크,233001674,37742.0,233001674,화성시
14328,166062,241324003,27-1,18,센트럴파크,233001674,37742.0,233001674,화성시
14329,166105,241324004,27-2,18,센트럴파크,233001674,37742.0,233001674,화성시
14330,166153,241324005,17-1,17,센트럴파크,233001674,37742.0,233001674,화성시
14331,91688,233000130,73-1,56,금호어울림,233001676,37741.0,233001676,화성시
14332,92444,233000141,201,38,금호어울림,233001676,37741.0,233001676,화성시
14333,92611,233000252,710,49,금호어울림,233001676,37741.0,233001676,화성시
14334,93228,233000268,200,51,금호어울림,233001676,37741.0,233001676,화성시
14335,93886,233000281,205,54,금호어울림,233001676,37741.0,233001676,화성시
14338,154490,241205022,H4,13,금호어울림,233001676,37741.0,233001676,화성시
14340,165952,241324001,17,14,금호어울림,233001676,37741.0,233001676,화성시
14341,166015,241324002,27,19,금호어울림,233001676,37741.0,233001676,화성시
14342,166063,241324003,27-1,19,금호어울림,233001676,37741.0,233001676,화성시
14343,166106,241324004,27-2,19,금호어울림,233001676,37741.0,233001676,화성시
14344,166154,241324005,17-1,18,금호어울림,233001676,37741.0,233001676,화성시
14345,91699,233000130,73-1,67,무봉초,233002422,55298.0,233002422,화성시
14347,91700,233000130,73-1,68,KCC스위첸,233002427,55303.0,233002427,화성시
14348,91701,233000130,73-1,69,대우푸르지오.호반베르디움2차,233001168,36458.0,233001168,화성시
14353,154566,241205023,H5,25,대우푸르지오.호반베르디움2차,233001168,36458.0,233001168,화성시
14354,163909,241317004,19-1,60,대우푸르지오.호반베르디움2차,233001168,36458.0,233001168,화성시
14355,164206,241317011,H3,36,대우푸르지오.호반베르디움2차,233001168,36458.0,233001168,화성시
14356,91702,233000130,73-1,70,청목초.신안1차,233000965,36468.0,233000965,화성시
14361,154567,241205023,H5,26,청목초.신안1차,233000965,36468.0,233000965,화성시
14362,163910,241317004,19-1,61,청목초.신안1차,233000965,36468.0,233000965,화성시
14363,164207,241317011,H3,37,청목초.신안1차,233000965,36468.0,233000965,화성시
14364,91703,233000130,73-1,71,동원로얄듀크2차,233001623,37682.0,233001623,화성시
14366,93909,233000281,205,77,동원로얄듀크2차,233001623,37682.0,233001623,화성시
14367,154568,241205023,H5,27,동원로얄듀크2차,233001623,37682.0,233001623,화성시
14368,164208,241317011,H3,38,동원로얄듀크2차,233001623,37682.0,233001623,화성시
14369,91704,233000130,73-1,72,힐스테이트.호반5차,233001620,55490.0,233001620,화성시
14371,93910,233000281,205,78,힐스테이트.호반5차,233001620,55490.0,233001620,화성시
14372,154569,241205023,H5,28,힐스테이트.호반5차,233001620,55490.0,233001620,화성시
14373,164209,241317011,H3,39,힐스테이트.호반5차,233001620,55490.0,233001620,화성시
14374,91705,233000130,73-1,73,창의고,233000209,55464.0,233000209,화성시
14377,154570,241205023,H5,29,창의고,233000209,55464.0,233000209,화성시
14378,164210,241317011,H3,40,창의고,233000209,55464.0,233000209,화성시
14379,91706,233000130,73-1,74,서희스타힐스.단독주택,233001572,55488.0,233001572,화성시
14382,154571,241205023,H5,30,서희스타힐스.단독주택,233001572,55488.0,233001572,화성시
14383,164211,241317011,H3,41,서희스타힐스.단독주택,233001572,55488.0,233001572,화성시
14384,91707,233000130,73-1,75,호수부영1차,233001695,37724.0,233001695,화성시
14386,93248,233000268,200,71,호수부영1차,233001695,37724.0,233001695,화성시
14389,154572,241205023,H5,31,호수부영1차,233001695,37724.0,233001695,화성시
14390,163847,241317002,19,57,호수부영1차,233001695,37724.0,233001695,화성시
14391,164212,241317011,H3,42,호수부영1차,233001695,37724.0,233001695,화성시
14392,91708,233000130,73-1,76,호수부영6차.호수공원행복주택,233001699,55500.0,233001699,화성시
14395,154573,241205023,H5,32,호수부영6차.호수공원행복주택,233001699,55500.0,233001699,화성시
14396,164213,241317011,H3,43,호수부영6차.호수공원행복주택,233001699,55500.0,233001699,화성시
14397,91709,233000130,73-1,77,호수부영5차.아이파크,233001741,55502.0,233001741,화성시
14400,154574,241205023,H5,33,호수부영5차.아이파크,233001741,55502.0,233001741,화성시
14401,164214,241317011,H3,44,호수부영5차.아이파크,233001741,55502.0,233001741,화성시
14402,91710,233000130,73-1,78,호수부영4차.아이파크,233001753,55504.0,233001753,화성시
14405,154575,241205023,H5,34,호수부영4차.아이파크,233001753,55504.0,233001753,화성시
14406,164215,241317011,H3,45,호수부영4차.아이파크,233001753,55504.0,233001753,화성시
14407,91711,233000130,73-1,79,계룡리슈빌.금호어울림,233003137,55533.0,233003137,화성시
14413,154508,241205022,H4,31,계룡리슈빌.금호어울림,233003137,55533.0,233003137,화성시
14414,154576,241205023,H5,35,계룡리슈빌.금호어울림,233003137,55533.0,233003137,화성시
14415,164111,241317009,39,35,계룡리슈빌.금호어울림,233003137,55533.0,233003137,화성시
14417,164216,241317011,H3,46,계룡리슈빌.금호어울림,233003137,55533.0,233003137,화성시
14418,91712,233000130,73-1,80,LH29.자이파밀리에,233003126,55522.0,233003126,화성시
14423,154509,241205022,H4,32,LH29.자이파밀리에,233003126,55522.0,233003126,화성시
14424,154577,241205023,H5,36,LH29.자이파밀리에,233003126,55522.0,233003126,화성시
14425,164112,241317009,39,36,LH29.자이파밀리에,233003126,55522.0,233003126,화성시
14427,91713,233000130,73-1,81,화성운수차고지,233002293,37133.0,233002293,화성시
14433,154511,241205022,H4,34,동탄2차고지,233003122,55518.0,233003122,화성시
14434,154579,241205023,H5,38,동탄2차고지,233003122,55518.0,233003122,화성시
14435,164171,241317011,H3,1,동탄2차고지,233003122,55518.0,233003122,화성시
14440,154514,241205022,H4,37,동탄호수공원,233003128,55524.0,233003128,화성시
14446,154515,241205022,H4,38,호수부영3차.우미린2차,233003093,55420.0,233003093,화성시
14453,154516,241205022,H4,39,나래학교,233000162,36493.0,233000162,화성시
14454,163839,241317002,19,49,나래학교,233000162,36493.0,233000162,화성시
14461,93186,233000268,200,9,반도3.금강,233000161,36487.0,233000161,화성시
14462,93844,233000281,205,12,반도3.금강,233000161,36487.0,233000161,화성시
14464,154517,241205022,H4,40,반도3.금강,233000161,36487.0,233000161,화성시
14470,93187,233000268,200,10,의료시설부지,233000995,36477.0,233000995,화성시
14471,93845,233000281,205,13,의료시설부지,233000995,36477.0,233000995,화성시
14473,154518,241205022,H4,41,의료시설부지,233000995,36477.0,233000995,화성시
14479,154290,241205018,81,77,포스코더샵.롯데캐슬,233000979,36465.0,233000979,화성시
14480,154521,241205022,H4,44,포스코더샵.롯데캐슬,233000979,36465.0,233000979,화성시
14481,163901,241317004,19-1,52,포스코더샵.롯데캐슬,233000979,36465.0,233000979,화성시
14482,164065,241317008,19-3,46,포스코더샵.롯데캐슬,233000979,36465.0,233000979,화성시
14483,164197,241317011,H3,27,포스코더샵.롯데캐슬,233000979,36465.0,233000979,화성시
14489,93191,233000268,200,14,우남퍼스트빌,233000964,36469.0,233000964,화성시
14490,93849,233000281,205,17,우남퍼스트빌,233000964,36469.0,233000964,화성시
14491,154291,241205018,81,78,우남퍼스트빌,233000964,36469.0,233000964,화성시
14492,154522,241205022,H4,45,우남퍼스트빌,233000964,36469.0,233000964,화성시
14493,163902,241317004,19-1,53,우남퍼스트빌,233000964,36469.0,233000964,화성시
14494,164066,241317008,19-3,47,우남퍼스트빌,233000964,36469.0,233000964,화성시
14496,164198,241317011,H3,28,우남퍼스트빌,233000964,36469.0,233000964,화성시
14497,165969,241324001,17,31,우남퍼스트빌,233000964,36469.0,233000964,화성시
14499,91951,233000134,1001,13,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14504,93192,233000268,200,15,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14505,93850,233000281,205,18,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14508,154292,241205018,81,79,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14509,154523,241205022,H4,46,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14511,164067,241317008,19-3,48,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14513,164199,241317011,H3,29,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
14514,165970,241324001,17,32,상록.테크노밸리.GS자이,233000121,36463.0,233000121,화성시
